status,homepro_name,homepro_brand,homepro_url,expected_twd_name,expected_twd_url,matched_twd_name,matched_twd_url,confidence
INCORRECT,ชุดประตูห้องน้ำพร้อมวงกบ PVC AZLE AZ-P2 เกล็ดล่าง UV 70X200 ซม. สีขาว,AZLE,https://www.homepro.co.th/p/1192402,ประตูภายใน PVC บานเกล็ดล่าง มอก. เคลือบ UV D.D.DOOR รุ่น P2 ขนาด 70 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60319461,วงกบประตู UPVC BATHIC รุ่น FU1-PRE ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60405247,100
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN JOTASHIELD ANTIFADE BASE B 2.5 แกลลอน,JOTUN,https://www.homepro.co.th/p/1103944,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส B,https://www.thaiwatsadu.com/th/sku/60222800,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น TOUGH SHIELD ขนาด 2.5 แกลลอน สีเบส B,https://www.thaiwatsadu.com/th/sku/60364355,90
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN JOTASHIELD ANTIFADE BASE C 2.5 แกลลอน,JOTUN,https://www.homepro.co.th/p/1104245,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส C,https://www.thaiwatsadu.com/th/sku/60222802,สีน้ำภายนอก ชนิดกึ่งเงา JOTUN รุ่น JOTASHIELD INFINITY ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60410712,75
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN TOUGH SHIELD MAX BASE A สีขาว 9 ลิตร,JOTUN,https://www.homepro.co.th/p/1195103,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น TOUGH SHIELD MAX ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364246,สีน้ำภายนอกด้าน JOTUN รุ่น TOUGH SHIELD MAX ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364254,80
INCORRECT,สีน้ำทาภายใน NIPPON PAINT HYBRIDSHIELD BASE A กึ่งเงา 2.5 แกลลอน,NIPPON PAINT,https://www.homepro.co.th/p/1142340,สีภายในไฮบริดชิลด์กึ่งเงา NIPPON รุ่น HYBRIDSHIELD SG ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60316874,สีน้ำภายนอก ชนิดด้าน NIPPON PAINT รุ่น HYBRIDSHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60403810,95
INCORRECT,สีรองพื้นอเนกประสงค์ BEGER BEN-TONE PLUS 2 IN 1 ด้าน 5 แกลลอน,BEGER,https://www.homepro.co.th/p/1246524,สีรองพื้นปูนอเนกประสงค์สูตรน้ำ BEGER รุ่น BEN-TONE PLUS ขนาด 5 แกลลอน สีขาว #BT-1000,https://www.thaiwatsadu.com/th/sku/60394555,สีน้ำด้าน ภายนอก 5 แกลลอน BEGER รุ่น BENTONE PLUS E-300 สีขาว,https://www.thaiwatsadu.com/th/sku/60151777,85
INCORRECT,ซีเมนต์กันซึม จระเข้ FLEX SHIELD 20 กก. สีเทา,จระเข้,https://www.homepro.co.th/p/271155,ซีเมนต์ทากันรั่วซึมยืดหยุ่นส่วนผสมเดี่ยว จระเข้ รุ่น 1351 ขนาด 20 กก. สีเทา,https://www.thaiwatsadu.com/th/sku/60188870,ซีเมนต์ทากันซึมส่วนผสมเดียวอีโคชิลด์ จระเข้ รุ่น C04100106 ขนาด 20 กก. สีเทา,https://www.thaiwatsadu.com/th/sku/60318265,90
INCORRECT,ตะปูคอนกรีตขาว DEXZON 1 นิ้ว 1 กก.,DEXZON,https://www.homepro.co.th/p/1184696,ตะปูคอนกรีตขาว เบอร์ 12 x 1 นิ้ว เพชร (แพ็ก 1 กก.),https://www.thaiwatsadu.com/th/sku/60252935,ตะปูคอนกรีตขาว เบอร์ 9 x 1 นิ้ว เพชร (แพ็ก 1 กก.),https://www.thaiwatsadu.com/th/sku/60252941,95
INCORRECT,ถุงมือทอ DONGYANG เบอร์ 5 สีขาว แพ็ก 12 ชิ้น,DEXZON,https://www.homepro.co.th/p/42925,ถุงมือถักคอตตอน PARAGON รุ่น 75-656428 ขนาด 500 กรัม (แพ็ค 12 คู่) สีขาวขอบเขียว,https://www.thaiwatsadu.com/th/sku/60252538,หน้ากากอนามัยทางการแพทย์ YAMADA รุ่น 3031 สีขาว (แพ็ค 50 ชิ้น),https://www.thaiwatsadu.com/th/sku/60349057,95
INCORRECT,ประแจแหวนข้างปากตาย STANLEY 28 มม.,STANLEY,https://www.homepro.co.th/p/1101787,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80243-8 ขนาด 28 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289206,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80241-8 ขนาด 26 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289204,80
