status,homepro_name,homepro_brand,homepro_url,homepro_price,expected_twd_name,expected_twd_url,expected_twd_price,matched_twd_name,matched_twd_url,confidence
INCORRECT,ประตูห้องน้ำ UPVC ECO-DOOR PD1 70X200 ซม. สีครีมเทา ทูโทน เจาะลูกบิด,ECO-DOOR,https://www.homepro.co.th/p/1242188?lang=th&gad_source=1&gclid=CjwKCAjwufq2BhAmEiwAnZqw8qiMNsXUEi3t54lgsN0ywRScX_MvmA052OgR1t9f6P7kNuQMy4et5RoCtzAQAvD_BwE,1990.0,ประตูภายใน UPVC ECO DOOR รุ่น PB1 ขนาด 70 x 200 ซม. สีเทาอ่อนทูโทนเทาเข้ม (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60412569,1590.0,ประตูภายใน UPVC ECO DOOR รุ่น PD1 ขนาด 70 x 200 ซม. สีครีมทูโทนเทา (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416137,95
INCORRECT,ประตูบานเลื่อน UPVC S-S มุ้ง WINDOW ASIA 200X205 ซม. สีขาว,WINDOW ASIA,https://www.homepro.co.th/p/1165985,8090.0,ประตูบานเลื่อน 2 บาน UPVC พร้อมมุ้งลวด WINSTAR ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60334809,7590.0,ประตูบานเลื่อน UPVC 2 บานพร้อมมุ้ง FRAMEX ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365148,95
INCORRECT,ประตูภายนอก UPVC MODERNWOOD REVO MWR002 90X200 ซม. สีขาว เจาะลูกบิด,MODERNWOOD,https://www.homepro.co.th/p/1194270,3150.0,ประตูภายนอก UPVC MASTERWOOD รุ่น MN002 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60084152,2860.0,ประตูภายนอก UPVC MASTERWOOD รุ่น MN003 ขนาด 90 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60084161,85
INCORRECT,ประตูภายนอก UPVC AZLE MD-5 80X200 ซม. สีขาว เจาะลูกบิด,AZLE,https://www.homepro.co.th/p/1094173,1990.0,ประตูภายนอก UPVC MASTERWOOD รุ่น MNM01 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60311945,2290.0,ประตูภายนอก UPVC ECO DOOR รุ่น TLW ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387911,90
INCORRECT,ประตูภายในเมลามีน AZLE VALENTINO 80X200 ซม. สีน้ำตาล ไม่เจาะลูกบิด,AZLE,https://www.homepro.co.th/p/1229258,1990.0,ประตูภายใน HDF ปิดผิวเมลามีน เซาะร่องแนวตั้ง 1 เส้น วนชัย ขนาด 80 x 200 ซม. สีเทา (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60369729,1430.0,ประตูภายใน HDF ปิดผิวเมลามีน วนชัย รุ่น MAG1 ขนาด 80 x 200 ซม. สีเทา (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60369728,85
INCORRECT,ชุดประตูห้องน้ำพร้อมวงกบ PVC AZLE AZ-P2 เกล็ดล่าง UV 70X200 ซม. สีขาว,AZLE,https://www.homepro.co.th/p/1192402,1790.0,ประตูภายใน PVC บานเกล็ดล่าง มอก. เคลือบ UV D.D.DOOR รุ่น P2 ขนาด 70 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60319461,1190.0,ประตูภายนอก UPVC ECO DOOR รุ่น W2 ขนาด 70x200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416405,90
INCORRECT,ประตูภายนอก UPVC PARAZZO MN002 80X200 ซม. สีขาว เจาะลูกบิด,PARAZZO,https://www.homepro.co.th/p/217077,2290.0,ประตูภายใน UPVC Revo 2 ลูกฟัก MASTERWOOD รุ่น MI02 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60301473,2070.0,ประตูภายนอก UPVC MASTERWOOD รุ่น MN002 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60084152,95
INCORRECT,ประตูห้องน้ำ UPVC PARAZZO ML002-S 70X200 ซม. สีขาว เจาะลูกบิด,PARAZZO,https://www.homepro.co.th/p/1038237,2590.0,ประตูภายใน UPVC Revo 2 ลูกฟัก MASTERWOOD รุ่น MPSW002-I ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60388002,1990.0,ประตูภายนอก UPVC ECO DOOR รุ่น W2 ขนาด 70x200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416405,90
INCORRECT,ประตูห้องน้ำ UPVC PARAZZO ML003 70X200 ซม. สีขาว เจาะลูกบิด,PARAZZO,https://www.homepro.co.th/p/237127,3190.0,ประตูภายใน UPVC Revo MASTERWOOD รุ่น MPSW008-I ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60322004,2490.0,ประตูภายนอก UPVC ECO DOOR รุ่น W2 ขนาด 70x200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416405,90
INCORRECT,ประตูห้องน้ำ UPVC AZLE TROPICAL 70X200 ซม. สีขาว พร้อมวงกบ ไม่เจาะลูกบิด,AZLE,https://www.homepro.co.th/p/1247999,1990.0,ประตูภายใน UPVC กระจกลายดอกไม้ พร้อมวงกบ HI DOOR รุ่น A-023/SU-19 ขนาด 70 x 200 ซม. (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60249118,1550.0,วงกบประตู UPVC MASTERWOOD ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60084287,90
